,STATE,DISTRICT,COLLEGE NAME,ADDRESS
548,MAHARASHTRA,JALGAON,SSBT'S COLLEGE OF ENGINEERING & TECHNOLOGY,"POST BOX NO. 94 N.H. 6, BAMBHORI, JALGAON 425 001 MAHARASHTRA STATE"
549,MAHARASHTRA,NAGPUR,PRIYADARSHINI BHAGWATI COLLEGE OF ENGINEERING,"HARPUR NAGAR, UMRER ROAD, NAGPUR - 440009"
550,MAHARASHTRA,MUMBAI CITY,XAVIER INSTITUTE OF ENGINEERING,"MAHIM CAUSEWAY, MAHIM MAHIM (W), MUMBAI - 400 016"
551,MAHARASHTRA,MUMBAI CITY,SARDAR PATEL COLLEGE OF ENGINEERING,"Bhavans Campus, Munshi Nagar, Andheri (West), Mumbai, Maharashtra 400058"
552,MAHARASHTRA,SOLAPUR,N. B. NAVALE SINHGAD COLLEGE OF ENGINEERING,"AT POST KEGAON, SOLAPUR - PUNE NATIONAL HIGHWAY, DIST SOLAPUR, MAHARASHTRA, PIN- 413256"
553,MAHARASHTRA,RAIGAD,"SARASWATI COLLEGE OF ENGINEERING, KHARGHAR, NAVI-MUMBAI",PLOT NO-46 SECTOR-5 KHARGHAR NAVI-MUMBAI
554,MAHARASHTRA,PUNE,"PAD. DR. D. Y. PATIL INSTITUTE OF ENGINEERING, MANAGEMENT & RESEARCH","SECTOR 29, PCNTDA,(RAVET), NIGDI PRADHIKARAN, PUNE 411044"
555,MAHARASHTRA,PUNE,SIDDHANT COLLEGE OF ENGINEERING,"GAT NO. 131 VILLAGE : SUDUMBARE, TALEGAON CHAKAN ROAD, TALUKA : MAVAL, DISTRICT : PUNE - 412109"
556,ODISHA,ANGUL,ADARSHA COLLEGE OF ENGINEERING,"AT-SARADHAPUR, PO-KUMURISINGHA,VIA/DIST-ANGUL, PIN-759122 ORISSA"
557,ODISHA,KHORDHA,TRIDENT ACADEMY OF TECHNOLOGY,"F2A, INFRONT OF INFOCITY, CHANDAKA INDUSTRIAL ESTATE, CHANDRASEKHARPUR, BHUBANESWAR-751 024"
558,ODISHA,KHORDHA,VITS ENGINEERING COLLEGE,"DAMANABHUIN, KHORDHA"
559,ODISHA,KHORDHA,EASTERN ACADEMY OF SCIENCE AND TECHNOLOGY (EAST),"EASTERN ACADEMY OF SCIENCE AND TECHNOLOGY (EAST) AT:- PRACHI VIHAR, ANANTAPUR, PO:- PHULNAKHARA, BHUBANESWAR DIST:- KHURDHA(ORISSA) PIN:- 754001"
560,ODISHA,KHORDHA,EINSTEIN ACADEMY OF TECHNOLOGY AND MANAGEMENT,"AT-BANIATANGI, BHUBANESWAR, P.O-BAJAPUR, DIST:KHURDA, ORISSA, PIN - 752060"
561,ODISHA,KHORDHA,OXFORD COLLEGE OF ENGINEERING AND MANAGEMENT,"AT-RAMACHANDRAPUR, PO-BHATAPATNA, PS- BALIANTA, BHUBANESWAR, DIST-KHURDA, PH NO-0674-2593909 POSTAL ADRESS-QR NO-C77/3,AT-PAILLASHPALI,NEAR AERODRU"
562,ODISHA,SUNDERGARH,"SUNDARGARH ENGINEERING COLLEGE,SUNDARGARH",AT/PO- KIREI DIST-SUNDARGARH (ORISSA) PIN-770 073
563,ODISHA,KHORDHA,KONARK INSTITUTE OF SCIENCE AND TECHNOLOGY,"PO. BOX NO. 21, TECHNOPARK, JATNI, BHUBANESWAR."
564,ODISHA,,GOVERNMENT COLLEGE OF ENGINEERING. KEONJHAR,AT - JAMUNALIA P.O. - OLD TOWN DIST - KEONJHAR
565,ODISHA,RAYAGADA,GANDHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"VILLAGE : GOBIRIGUDA, PO : KHARLING, TALUK : GUNUPUR, DISTRICT : RAYAGADA"
566,ODISHA,KHORDHA,INDIC INSTITUTE OF DESIGN AND RESEARCH,"INDIC INSTITUTE OF DESIGN AND RESEARCH PLOT NO-370/1861/2379(NEAR REEBOK SHOWROOM),AT-PATIA,PO-KIIT, BHUBANESWAR-751024, ORISSA. CAMPUS  INDIC HEIG"
567,ODISHA,KORAPUT,SAMANTA CHANDRASEKHAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,AT-JANIGUDA PO- SEMILIGUDA CITY-SEMILIGUDA TEHSIL-POTTANGI DISTRICT-KORAPUT PIN-764036 STATE-ORISSA
568,ODISHA,KHORDHA,MAHARAJA INSTITUTE OF TECHNOLOGY,"AT/PO.: TARABOI BACK SIDE OF BARUNEI HILLS, NEAR IIT, BHUBANESWAR DIST: KHURDA PIN CODE - 752050"
569,ODISHA,SAMBALPUR,SILICON INSTITUTE OF TECHNOLOGY,"SILICON WEST, SASON SAMBALPUR ORISSA 768200"
570,ODISHA,KHORDHA,INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY BHUBANESWAR,"PLOT-570(P), GOTHAPATNA, VIA- MALIPADA, BHUBANESWAR-751003"
571,ODISHA,KHORDHA,VEDANG INSTITUTE OF TECHNOLOGY,DURGAPRASAD P.O. RAMACHANDI DIST. KHURDA ORISSA
572,ODISHA,GANJAM,NATIONAL INSTITUTE OF SCIENCE & TECHNOLOGY,"PALUR HILLS, BERHAMPUR, ORISSA - 761008"
573,ODISHA,KHORDHA,ARYAN INSTITUTE OF ENGINEERING & TECHNOLOGY,AT: BARAKUDA PO: PANCHAGAON DIST: KHURDA BHUBANESWAR PIN-752050 ORISSA
574,ODISHA,RAYAGADA,GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,AT. KHOLIGUDA PO. KOTHAPETA DIST. RAYAGADA ORISSA PIN.765017
575,ODISHA,GANJAM,ROLAND INSTITUTE OF TECHNOLOGY,"SURYA VIHAR, KOTHARI SINGHI, GOLANTHARA, BERHAMPUR-761008. GANJAM, ORISSA, INDIA."
576,ODISHA,DHENKANAL,SYNERGY INSTITUTE OF ENGINEERING & TECHNOLOGY,"BANAMALIPRASAD, BY THE SIDE OF NH-42, DISTRICT - DHENKANAL, PIN-759001, ORISSA."
577,ODISHA,RAYAGADA,GANDHI INSTITUTE OF ADVANCED COMPUTER AND RESEARCH,PRAJUKTI VIHAR AUROBINDO MARG
578,ODISHA,GANJAM,GANDHI ACADEMY OF TECHNOLOGY AND ENGINEERING,GOLANTHARA KONISI BERHAMPUR GANJAM ODISHA
579,ODISHA,PURI,"GHANASHYAM HEMALATA INSTITUTE OF TECHNOLOGY & MANAGEMENT, PURI","RASANANDA JENA VIHAR,BHUAN PO: CHHAITANA DIST:PURI PIN:752002 ORISSA"
580,ODISHA,KHORDHA,"TEMPLECITY INSTITUTE OF TECHNOLOGY & ENGINEERING ( TITE), BHUBANESWAR","PLOT NO. F/12, IID CENTRE KNOWLEDGE CAMPUS, BARUNEI, KHURDA, ORISSA"
581,ODISHA,GANJAM,KALAM INSTITUTE OF TECHNOLOGY,"GOVINDA VIHAR, GOVINDA PUR,PO: LAXMIPUR, BERHAMPUR, DIST: GANJAM"
582,ODISHA,KHORDHA,INDOTECH COLLEGE OF ENGINEERING,"INDOTECH COLLEGE OF ENGINEERING, PLOT NO 144, AT/PO MALLIPADA, VIA PALLAHAT (KHURDA- 2) DIST KHURDA, ORISSA - 752 056"
583,ODISHA,SUNDERGARH,PURUSHOTTAM INSTITUTE OF ENGINEERING & TECHNOLOGY,"PURUSHOTTAM VIHAR, 10TH KM., HIGHWAY 10, MANDIAKUDAR, KANSBAHAL"
584,ODISHA,KHORDHA,NALANDA INSTITUTE OF TECHNOLOGY,"BHUDHIST VILLA, NEBAD BHUASANI TEMPLE SQUARE, SIMILIPATNA, CHANDAKA, BHUBANESAWR, ORISSA."
585,ODISHA,SUNDERGARH,PADMANAVA COLLEGE OF ENGINEERING,ROURKELA-769002 SECTOR -4
586,ODISHA,KHORDHA,SPINTRONIC TECHNOLOGY AND ADVANCE RESEARCH,"AT/PO: TARABOI, BHUBANESWAR VIA: JATANI DIST: KHURDA"
587,ODISHA,GANJAM,GAYATRI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"TATADAPALLI VILLAGE, GOLANTHRA JUNCTION, KONISI TAHSIL, BERHAMPUR, GANJAM DT, ORISSA-761 008"
588,ODISHA,KHORDHA,SYNERGY INSTITUTE OF TECHNOLOGY,"AT: BHIMPUR, VIA: PHULNAKHARA, PO: PAHALA, BHUBANESWAR, DIST: KHURDA, ORISSA, INDIA"
589,PUNJAB,AMRITSAR,SATYAM INSTITUTE OF ENGINEERING & TECHNOLOGY,"KOTLA DOOM, RAM TIRATH AMRITSAR"
590,PUNJAB,MOHALI,RAM DEVI JINDAL EDUCATIONAL CHARITABLE SOCIETY GROUP OF INSTIUTIONS,"RAM DEVI JINDAL EDUCATIONAL CHARITABLE SOCIETY GROUP OF INSTITUTIONS, VILLAGE BASOLI ,P.O RANIMAJRA- 140501,TEHSIL DERABASSI DISTT. MOHALI (PUNJAB)"
591,PUNJAB,BATHINDA,BABA FARID COLLEGE OF ENGINEERING & TECHNOLOGY,"VILLAGE DEON, MUKTSAR ROAD, BATHINDA"
592,PUNJAB,SHAHID BHAGAT SINGH NAGAR,"KC COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY, NAWANSHAHR","KARIAM ROAD, NAWANSHAHR VPO - KARIAM TEL. - NAWANSHAHR PUNJAB - 144514"
593,PUNJAB,S.A.S NAGAR,ADESH INSTITUTE OF TECHNOLOGY,LUDHIANA ROAD VILL : GHARUAN TEH : KHARAR DISTT : S.A. S. NAGAR
594,PUNJAB,AMRITSAR,"KHALSA COLLEGE OF ENGINEERING & TECHNOLOGY, AMRITSAR","RANJIT AVENUE, BLOCK-C, AMRITSAR, PUNJAB-143001"
595,PUNJAB,JALANDHAR,ST. SOLDIER GROUP OF INSTITUTIONS,"BEHIND N.I.T(R.E.C.), AMRITSAR BY-PASS, G.T. ROAD, JALANDHAR"
596,PUNJAB,PATIALA,SHREE GANESH GROUP OF INSTITUTIONS,"SHREE GANESH GROUP OF INSTITUTIONS, PATIALA NABHA ROAD, RAKHRA , PATIALA"
597,PUNJAB,LUDHIANA,"LUDHIANA COLLEGE OF ENGINEERING & TECHNOLOGY, KATANI KALAN, LUDHIANA.","LUDHIANA COLLEGE OF ENGINEERING & TECHNOLOGY, CHANDIGARH-LUDHIANA HIGHWAY, V.P.O. KATANI KALAN, TEHSIL & DISTRICT-LUDHIANA. PIN-141113."
598,PUNJAB,GURDASPUR,S.SUKHJINDER SINGH ENGINEERING & TECHNOLOGY COLLEGE,"V.P.O. HAYAT NAGAR, HARDOCHHANI ROAD, GURDASPUR"
599,PUNJAB,LUDHIANA,LUDHIANA GROUP OF COLLEGES,"CHOWK CHOWKIMANN, VILL.MANN"
600,PUNJAB,MOHALI,CGC TECHNICAL CAMPUS - FACULTY OF ENGINEERING,VILLAGE JHANJERI
601,PUNJAB,SHAHID BHAGAT SINGH NAGAR,"RAYAT GROUP OF INSTITUTIONS , ROPAR",VILLAGE RAILMAJRA NEAR RUPNAGAR DISTT. S.B.S NAGAR PUNJAB
602,PUNJAB,JALANDHAR,DAV INSTITUTE OF ENGINEERING & TECHNOLOGY,KABIR NAGAR
603,PUNJAB,FIROZPUR,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"C/O HOMOEOPATHIC MEDICAL COLLEGE OPP. BSF CANTONMENT, HANUMANGARH ROAD, ABOHAR- 152116 PUNJAB"
604,PUNJAB,GURDASPUR,SUKHJINDER TECHNICAL CAMPUS,"PATHANKOT-DALHOUSIE ROAD, TEHSIL DHAR KALAN"
605,PUNJAB,S.A.S NAGAR,DOABA INSTITUTE OF ENGG. & TECH.,"VILLAGE-GHATAUR, PO-ALLAPUR, TEHSIL-KHARAR, DISTT - S.A.S. NAGAR (MOHALI) - PUNJAB"
606,PUNJAB,FIROZPUR,FEROZEPUR COLLEGE OF ENGINEERING & TECHNOLOGY,"MOGA-FEROZEPUR G.T ROAD FEROZSHAH, DISTT. FEROZEPUR"
607,PUNJAB,AMRITSAR,GLOBAL INSTITUTE OF MANAGEMENT AND EMERGING TECHNOLOGIES,"11TH KM STONE, SOHIAN KHURD AMRITSAR-BATALA ROAD AMRITSAR"
608,PUNJAB,AMRITSAR,"BABA KUMA SINGH JI ENGG COLLEGE,AMRITSAR",HOSHIAR NAGAR ATTARI ROAD NEAR WAGHA BORDER AMRITSAR-143107
609,PUNJAB,MOHALI,GGS COLLEGE OF MODERN TECHNOLOGY,"CHANDIGARH-LUDHIANA HIGHWAY VILL.KHANPUR, KHARAR"
610,PUNJAB,LUDHIANA,GURU NANAK DEV ENGINEERING COLLEGE,"GILL PARK, GILL ROAD, LUDHIANA"
611,PUNJAB,MOHALI,QUEST INFOSYS FOUNDATION GROUP OF INSTITUTIONS,"JHANJERI, (NEAR LANDRAN) CHANDIGARH-FATEHGARH SAHIB HIGHWAY, MOHALI-140307"
612,PUNJAB,JALANDHAR,UNIVERSITY INSTITUTE OF ENGINEERING AND TECHNOLOGY,"KHIALA , P.O. PADHIANA JALANDHAR PIN CODE- 144030 STATE PUNJAB"
613,PUNJAB,KAPURTHALA,ANAND COLLEGE OF ENGINEERING & MANAGEMENT,"OPPOSITE RAIL COACH FACTORY, SULTANPUR ROAD, KAPURTHALA"
614,PUNJAB,BATHINDA,AKLIA EDUCATIONAL AND RESEARCH SOCIETY GROUP OF INSTITUTIONS,"VILLAGE AKLIA KALAN, P. O. GONIANA MANDI, BATHINDA"
615,PUNJAB,TARAN TARAN,SHIV SHANKAR INSTITUTE OF ENGINEERING AND TECHNOLOGY,"CHUSLEWAL MORH PATTI, TARAN TARAN (PUNJAB)"
616,PUNJAB,PATIALA,GURUKUL VIDYAPEETH INSTITUTE OF ENGINEERING & TECHNOLOGY,"CHANDIGARH-PATIALA NATIONAL HIGHWAY, VILLAGE RAMNAGAR, P.O. JHANSLA, TEHSIL RAJPURA, DIST. PATIALA (PB) PIN CODE 104601"
617,PUNJAB,PATIALA,THAPAR UNIVERSITY,"THAPAR TECHNOLOGY CAMPUS, BHADSON ROAD"
618,PUNJAB,S.A.S NAGAR,SUS ENGINEERING COLLEGE,"VILLAGE-TANGORI, P.O.-MOTEMAJRA (VIA MANAULI), TEH. & DISTT. - SAS NAGAR"
619,PUNJAB,FIROZPUR,DEV RAJ GROUP'S TECHNICAL CAMPUS,"VILLAGE DASTUL SAHIB WALA, ZIRA ROAD"
620,PUNJAB,MUKATSAR,"MALOUT INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY, MALOUT","MALOUT INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY, GREEN FIELD ENCLAVE, NEAR NEW GRAIN MARKET, MALOUT, 152107, DISTT. MUKTSAR, PUNJAB"
621,PUNJAB,AMRITSAR,"SAI INSTITUTE OF ENGINEERING & TECHNOLOGY,MANAWALA, AMRITSAR","SAI INSTITUTE OF ENGINEERING & TECHNOLOGY, NEAR CIVIL HOSPITAL, V.P.O MANAWALA, AMRITSAR"
622,PUNJAB,MOGA,BIS COLLEGE OF ENGINEERING & TECHNOLOGY,"V.P.O. GAGRA, KOT ISE KHAN TEHSIL & DISTT. MOGA."
623,PUNJAB,AMRITSAR,M K EDUCATION SOCIETIE'S GROUP OF INSTITUTIONS,"AMRITSAR PUNJAB,"
624,PUNJAB,GURDASPUR,TAWI ENGINEERING COLLEGE,"SHAHPUR KANDI, TEH. DHAR KALAN."
625,PUNJAB,FIROZPUR,SHAHEED BHAGAT SINGH STATE TECHNICAL CAMPUS,"MOGA ROAD, NH-95, FEROZEPUR-PUNJAB-152004"
626,PUNJAB,GURDASPUR,SRI SAI COLLEGE OF ENGG. & TECH,"V.P.O. BADHANI , DISTRICT GURDASPUR- 145001 PATHANKOT PUNJAB"
627,PUNJAB,RUPNAGAR,INSTITUTE OF ENGINEERING & TECHNOLOGY-BHADDAL (ROPAR),VILLAGE BHADDAL POST OFFICE MIANPUR DISTT. ROPAR 140108 PUNJAB
628,PUNJAB,HOSHIARPUR,MODERN GROUP OF COLLEGES,"VILLAGE PANDORI BHAGAT,MANSAR HAJIPUR ROAD,MUKERIAN DISTRICT HOSIHARPUR"
629,RAJASTHAN,JAIPUR,JAGAN NATH GUPTA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"IP 2 & 3, PHASE-IV, SITAPURA INDUSTRIAL AREA, JAIPUR"
630,RAJASTHAN,JODHPUR,JODHPUR INSTITUTE OF ENGINEERING & TECHNOLOGY,"JIET UNIVERSE, N.H. -65, PALI ROAD, MOGRA, LUNI"
631,RAJASTHAN,JAIPUR,STANI MEMORIAL COLLEGE OF ENGINEERING & TECHNOLOGY,"SMCET, PHAGI, JAIPUR ,RAJASTHAN"
632,RAJASTHAN,JAIPUR,RAJDHANI INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"NEAR ROHINI NAGAR PHASE-I, SANGANER-RENWAL ROAD, JAIPUR"
633,RAJASTHAN,SIKAR,"SOBHASARIA GROUP OF INSTITUTIONS, SIKAR","NH-11, GOKULPURA, SIKAR"
634,RAJASTHAN,GANGANAGAR,SURENDERA GROUP OF INSTITUTIONS,H. H. GARDENS
635,RAJASTHAN,JODHPUR,MAYURAKSHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"MANDAL NATH CHOWRAHA, MAIN MATHANIYA ROAD, DAIJAR"
636,RAJASTHAN,DUNGAPUR,DUNGARPUR COLLEGE OF ENGINEERING & TECHNOLOGY,"DUNGARPUR COLLEGE OF ENGINEERING & TECHNOLOGY BHANDARIYA GHATA, SIMALWARA ROAD, DUNGARPUR (RAJASTHAN)-314001"
637,RAJASTHAN,BIKANER,"MARUDHAR ENGINEERING COLLEGE (MEC),BIKANER","NH-11, JAIPUR ROAD, RAISER, BIKANER RAJASTHAN"
638,RAJASTHAN,JAIPUR,ADVAIT VEDANTA INSTITUTE OF TECHNOLOGY,"ADVED KNOWLEDGE PARK, KANOTA-SAMBARIYA ROAD, VILLAGE GANGARAMPURA, TEHSIL BASSI, DIST. JAIPUR"
639,RAJASTHAN,PALI,MAHAVEER INSTITUTE OF TECHNOLOGY & SCIENCE,"MAHAVEER INSTITUTE OF TECHNOLOGY & SCIENCE, RANIYA BERA, MAIN HIGHWAY ROAD,NH-14,JADAN"
640,RAJASTHAN,JAIPUR,RAJDHANI ENGINEERING COLLEGE,"ROHINI NAHAR PHASE-I, SANGANER RENWAL ROAD, JAIPUR-303904"
641,RAJASTHAN,JHUNJHUNU,B.K. BIRLA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"BKBIET, CEERI ROAD PILANI"
642,RAJASTHAN,SIKAR,FACULTY OF ENGINEERING & TECHNOLOGY,MODY INSTITUTE OF TECHNOLOGY & SCIENCE NATIONAL HIGHWAY -11
643,RAJASTHAN,KOTA,"GURUKUL INSTITUTE OF ENGINEERING AND TECHNOLOGY, KOTA","IPB - 13, RIICO INSTITUTIONAL AREA RANPUR, JHALAWAR KOTA - 325003"
644,RAJASTHAN,JAIPUR,VIVEKANANDA INSTITUTE OF TECHNOLOGY - EAST (FORMERLY VIVEKANANDA COLLEGE OF ENGINEERING),"SISYAWAS , DANTALI, NRI ROAD JAGATPURA, JAIPUR"
645,RAJASTHAN,UDAIPUR,GEETANJALI INSTITUTE OF TECHNICAL STUDIES,"AIRPORT ROAD DABOK, TALUKA MAVLI"
646,TAMILNADU,THIRUVALLUR,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY,"80-FEET ROAD, EDAPALAYAM, RED HILLS, CHENNAI-52"
647,TAMILNADU,KANCHIPURAM,LORD VENKATESHWARAA ENGINEERING COLLEGE,"PULIAMBAKKAM, WALAJABAD KANCHIPURAM DT TAMIL NADU 631605"
648,TAMILNADU,THOOTHUKUDI,DR. G.U. POPE COLLEGE OF ENGINEERING,"POPE NAGAR, SAWYERPURAM"
649,TAMILNADU,KANYAKUMARI,MARTHANDAM COLLEGE OF ENGINEERING AND TECHNOLOGY,"P.M. VILLAGE ROAD, KUTTAKUZHI, VEEYANNOOR POST, KANYAKUMARI DISTRICT, TAMIL NADU."
650,TAMILNADU,TIRUNELVELI,RAJAS ENGINEERING COLLEGE,"RAJA NAGAR, VADAKKANGULAM"
651,TAMILNADU,MADURAI,SACS M.A.V.M.M. ENGINEERING COLLEGE,"446,MELUR-ALAGARKOIL ROAD, KIDARIPATTI (PO), ALAGARKOIL (VIA), MELUR TALUK, MADURAI-625301."
652,TAMILNADU,MADURAI,VAIGAI COLLEGE OF ENGINEERING,"THERKUTHERU, MELUR TALUK, MADURAI"
653,TAMILNADU,NAMAKKAL,K S R COLLEGE OF ENGINEERING,"K S R KALVINAGAR, THOKKAVADI, TIRUCHENGODE, NAMAKKAL DIST, TAMILNADU-637215."
654,TAMILNADU,CHENNAI,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,"GURU MARUDHAR KESARI BUILDING, JYOTHI NAGAR, THORAPAKKAM, CHENNAI - 600097."
655,TAMILNADU,KANYAKUMARI,LORD JEGANNATH COLLEGE OF ENGINEERING AND TECHNOLOGY,PSN NAGAR RAMANATHICHANPUTHUR MARUNGOOR KANYAKUMARIDISTRICT
656,TAMILNADU,TIRUNELVELI,A.R COLLEGE OF ENGINEERING & TECHNOLOGY,"KADAYAM-ALANGULAM ROAD, NEAR RAILWAY STATION, KADAYAM."
657,TAMILNADU,KANCHIPURAM,ST.JOSEPH COLLEGE OF ENGINEERING,"TRINITY CAMPUS, NEMILI B BEEMANTHANGAL VILLAGE, SRIPERUMBUDUR, KANCHEEPURAM DISTRICT-602105."
658,TAMILNADU,KANYAKUMARI,PONJESLY COLLEGE OF ENGINEERING,"NEAR PARVATHIPURAM, ALAMPARAI, VETURNIMADAM POST, NAGERCOIL 629 003. KANYAKUMARI DIST., TAMIL NADU."
659,TAMILNADU,ERODE,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,PERUNDURAI ROAD THINDAL POST ERODE
660,TAMILNADU,THENI,BHARATH NIKETAN ENGINEERING COLLEGE,"SHRI GOWRI NAGAR, THIMMARASANAICKANOOR, AUNDIPATTI, THENI (DT). TAMILNADU.625536"
661,TAMILNADU,SALEM,SRS COLLEGE OF ENGINEERING & TECHNOLOGY,"HARUR MAIN ROAD, KUPPANUR (P.O), SALEM - 636 122 TAMIL NADU"
662,TAMILNADU,THIRUVALLUR,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,NO 1 V.G.R NAGAR V.G.R GARDENS PANDUR THIRUVALLUR
663,TAMILNADU,SALEM,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,"SALEM-ATTUR MAIN ROAD , NH-68 METTUPATTY-PERUMAPALAYAM"
664,TAMILNADU,TIRUNELVELI,SCAD COLLEGE OF ENGINEERING AND TECHNOLOGY,SCAD COLLEGE OF ENGINEERING AND TECHNOLOGY SCAD NAGAR CHERANMAHADEVI TIRUNELVELI
665,TAMILNADU,SALEM,MAHENDRA COLLEGE OF ENGINEERING,12TH KM ATTUR MAIN ROAD MINNAMPALLI SALEM
666,TAMILNADU,NAMAKKAL,MUTHAYAMMAL COLLEGE OF ENGINEERING,KAKKAVERI RASIPURAM
667,TAMILNADU,TIRUCHIRAPPALLI,THE SELVAM WOMEN EXCELLENCE ENGINEERING TECHNOLOGY,RAJA NAGAR
668,TAMILNADU,ERODE,NANDHA ENGINEERING COLLEGE,"28, CHENNIMALAIPALAYAM ROAD, PITCHANDAMPALAYAM (PO), ERODE"
669,TAMILNADU,DINDIGUL,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,"KUTTATHUPATTI VILLAGE, BEGAMBUR POST, DINDIGUL TALUK, DINDIGUL DISTRICT, TAMILNADU"
670,TAMILNADU,KANCHIPURAM,ASAN MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,ASAN NAGAR 9TH KILOMETER CHENGALPATTU-MAHABALIPURAM HIGHWAY POST BOX NO:6 CHENGALPATTU-603001
671,TAMILNADU,NAMAKKAL,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"MAHENDIRAPURI, MALLASAMUDRAM WEST, VADUGAPLAYAM POST, TIRUCHENGODE TALUK, NAMAKKAL DISTRICT"
672,TAMILNADU,THIRUVALLUR,VELAMMAL ENGINEERING COLLEGE (ENGG. & TECH),VELAMMAL NAGAR AMBATTUR-REDHILLS ROAD SURAPET CHENNAI - 600 066 TAMIL NADU
673,TAMILNADU,SIVAGANGA,VICKRAM COLLEGE OF ENGINEERING,"SREENIVASA GARDENS, MADURAI SIVAGANGAI ROAD, ENATHI."
674,TAMILNADU,VILUPPURAM,SARASWATHY COLLEGE OF ENGINEERING AND TECHNOLOGY,"NH45 MAIN ROAD, OLAKKUR"
675,TAMILNADU,VILUPPURAM,VEDHANTHA INSTITUTE OF TECHNOLOGY,"VEDHANTHA NAGAR,CHENNAI HIGHWAY, PADUR POST, ULUNDURPET TALUK, VILLUPURAM DT"
676,TAMILNADU,THANJAVUR,ARASU ENGINEERING COLLEGE,"CHENNAI MAIN ROAD THIRUVISANALLUR - VILLAGE, KUMBAKONAM-612501, THIRUVIDAIMARUTHUR - TALUK"
677,TAMILNADU,TIRUCHIRAPPALLI,M.I.E.T. ENGINEERING COLLEGE,TRICHY - PUDUKKOTTAI ROAD GUNDUR TIRUCHIRAPPALLI - 620 007
678,TAMILNADU,KANCHIPURAM,AGNI COLLEGE OF TECHNOLOGY,THALAMBUR OFF. RAJIV GANDHI SALAI CHENGALPATTU TALUK KANCHEEPURAM DISTRICT CHENNAI PIN CODE : 603 103
679,TAMILNADU,NILGIRIS,CSI COLLEGE OF ENGINEERING,"CSI COLLEGE OF ENGINEERING KETTI VALLEY THE NILGIRIS-643 215. TAMILNADU,SOUTH INDIA."
680,TAMILNADU,NAMAKKAL,K.S.RANGASAMY COLLEGE OF TECHNOLOGY,"K.S.R KALVI NAGAR, THOKKAVADI, TIRUCHENGODE TK, 637 215."
681,TAMILNADU,TIRUCHIRAPPALLI,IMAYAM COLLEGE OF ENGINEERING,"KANNANUR, THURAIYUR(T.K), TRICHY(D.T), 621 206."
682,TAMILNADU,COIMBATORE,AVINASHILINGAM DEEMED UNIVERSITY FOR WOMEN,"FACULTY OF ENGINEERING, AVINASHILINGAM UNIVERSITY FOR WOMEN, COIMBATORE - 641108"
683,TAMILNADU,KANYAKUMARI,LOYOLA INSTITUTE OF TECHNOLOGY & SCIENCE,"P.BO.NO.2, THOVALAI - RAJAVOOR ROAD, LOYOLA NAGAR, THEROOR VILLAGE, THOVALAI, KANYAKUMARI DT."
684,TAMILNADU,TIRUCHIRAPPALLI,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,"PERUR,KULUMANI ROAD, SRIRANGAM (TK.) TIRUCHIRAPPALLI 639103"
685,TAMILNADU,TIRUCHIRAPPALLI,"OAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, GROUP OF INSTITUTIONS","TIRUCHIRAPPALLI-THURAIYUR MAIN ROAD, PULIVALAM P.O MUSIRI TALUK"
686,TAMILNADU,KANCHIPURAM,ADHIPARASAKTHI ENGINEERING COLLEGE,"MELMARUVATHUR, CHEYYUR TALUK, KANCHEEPURAM DISTRICT, TAMILNADU, INDIA"
687,TAMILNADU,NAGAPATTINAM,A.V.C.COLLEGE OF ENGINEERING,MAYILADUTHURAI MANNAMPANDAL
688,TAMILNADU,PERAMBALUR,ELIZABETH COLLEGE OF ENGINEERING AND TECHNOLOGY,"SELCRIM LAND ANNAMANGALAM-621102. VEPPANTHATTAI-TK, PERAMBALUR-DIST.,"
689,TAMILNADU,KANCHIPURAM,DHANALAKSHMI COLLEGE OF ENGINEERING,"MANIMANGALAM PUDUCHERI ROAD, MANIMANGALAM, MANIMANGALAM POST, SRIPERUMBUDUR TALUK, KANCHEEPURAM DIST., CHENNAI  601301"
